EmployeeNumber,Age,Gender,Department,JobRole,BusinessTravel,MaritalStatus,Education,EducationField,MonthlyIncome,MonthlyRate,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,OverTime,Attrition,attrition_flag,satisfaction_avg,tenure_band,income_band
1024,48,MALE,Research & Development,Healthcare Representative,Travel_Rarely,Single,4,Life Sciences,10999,22245,14,3,0,27,3,15,11,4,8,NO,No,0,3.0,10+,Q5 Highest
1025,41,FEMALE,Research & Development,Manufacturing Director,Travel_Rarely,Single,2,Medical,5003,23371,14,3,0,8,6,2,2,2,1,NO,No,0,3.3333333333333335,1-3,Q3
1026,39,FEMALE,Research & Development,Manufacturing Director,Travel_Rarely,Married,1,Life Sciences,12742,7060,16,3,1,21,3,21,6,11,8,NO,No,0,3.6666666666666665,10+,Q5 Highest
1027,27,FEMALE,Research & Development,Manufacturing Director,Travel_Rarely,Married,4,Life Sciences,4227,4658,18,3,1,4,2,3,2,2,2,NO,No,0,2.6666666666666665,1-3,Q2
1028,35,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Divorced,3,Other,3917,9541,20,4,1,3,4,3,2,1,2,NO,No,0,2.6666666666666665,1-3,Q2
1029,42,MALE,Sales,Manager,Travel_Rarely,Married,2,Marketing,18303,7770,13,3,0,21,3,1,0,0,0,NO,No,0,3.6666666666666665,0-1,Q5 Highest
1030,50,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Married,3,Life Sciences,2380,20165,18,3,0,8,5,1,0,0,0,NO,No,0,2.6666666666666665,0-1,Q1 Lowest
1032,59,FEMALE,Research & Development,Manufacturing Director,Travel_Rarely,Single,3,Life Sciences,13726,21829,13,3,0,30,4,5,3,4,3,YES,No,0,3.3333333333333335,3-5,Q5 Highest
1033,37,FEMALE,Research & Development,Healthcare Representative,Travel_Rarely,Married,2,Medical,4777,14382,15,3,0,15,2,1,0,0,0,NO,Yes,1,1.3333333333333333,0-1,Q3
1034,55,MALE,Research & Development,Healthcare Representative,Travel_Frequently,Married,4,Medical,6385,12992,14,3,2,17,3,8,7,6,7,YES,No,0,2.6666666666666665,5-10,Q4
1035,41,FEMALE,Research & Development,Research Director,Non-Travel,Divorced,1,Life Sciences,19973,20284,22,4,2,21,3,21,16,5,10,NO,No,0,2.6666666666666665,10+,Q5 Highest
1036,38,MALE,Sales,Sales Executive,Travel_Rarely,Single,4,Life Sciences,6861,4981,12,3,0,19,1,1,0,0,0,YES,No,0,3.0,0-1,Q4
1037,26,MALE,Sales,Sales Executive,Non-Travel,Single,2,Medical,4969,21813,18,3,0,7,6,2,2,2,2,NO,Yes,1,2.0,1-3,Q3
1038,52,FEMALE,Sales,Manager,Travel_Rarely,Married,1,Marketing,19845,25846,15,3,1,33,3,32,14,6,9,NO,Yes,1,2.6666666666666665,10+,Q5 Highest
1039,44,FEMALE,Sales,Sales Executive,Travel_Rarely,Married,3,Medical,13320,11737,18,3,1,23,2,12,11,11,11,YES,No,0,3.6666666666666665,10+,Q5 Highest
1040,50,FEMALE,Sales,Sales Executive,Non-Travel,Married,3,Life Sciences,6347,24920,12,3,1,19,3,18,7,0,13,NO,No,0,3.3333333333333335,10+,Q4
1042,36,FEMALE,Research & Development,Laboratory Technician,Travel_Rarely,Single,4,Life Sciences,2743,8269,16,3,0,18,1,17,13,15,14,NO,Yes,1,2.3333333333333335,10+,Q2
1043,39,FEMALE,Research & Development,Manufacturing Director,Travel_Frequently,Single,3,Medical,10880,5083,13,3,0,21,2,21,6,2,8,YES,No,0,2.6666666666666665,10+,Q5 Highest
1044,33,FEMALE,Sales,Sales Representative,Non-Travel,Single,1,Life Sciences,2342,21437,19,3,0,3,2,2,2,2,2,NO,No,0,2.6666666666666665,1-3,Q1 Lowest
1045,45,FEMALE,Sales,Manager,Travel_Rarely,Married,2,Life Sciences,17650,5404,13,3,1,26,4,9,3,1,1,NO,No,0,4.0,5-10,Q5 Highest
1046,32,FEMALE,Research & Development,Laboratory Technician,Non-Travel,Single,4,Medical,4025,11135,12,3,0,10,2,8,7,7,7,NO,No,0,3.3333333333333335,5-10,Q2
1047,34,MALE,Sales,Sales Executive,Travel_Rarely,Divorced,4,Marketing,9725,12278,11,3,1,16,2,15,1,0,9,NO,No,0,2.6666666666666665,10+,Q4
1048,59,MALE,Sales,Manager,Travel_Rarely,Married,2,Technical Degree,11904,11038,14,3,1,14,1,6,4,0,4,YES,No,0,2.3333333333333335,5-10,Q5 Highest
1049,45,MALE,Human Resources,Human Resources,Travel_Rarely,Single,4,Medical,2177,8318,16,3,0,6,3,6,3,0,4,NO,No,0,2.3333333333333335,5-10,Q1 Lowest
1050,53,FEMALE,Sales,Sales Executive,Travel_Frequently,Married,3,Marketing,7525,23537,12,3,1,30,2,15,7,6,12,NO,No,0,2.6666666666666665,10+,Q4
1052,36,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Divorced,3,Other,4834,7858,14,3,1,9,3,1,0,0,0,NO,Yes,1,2.0,0-1,Q3
1053,26,MALE,Research & Development,Research Scientist,Travel_Frequently,Married,3,Life Sciences,2042,15346,14,3,1,6,2,3,2,1,2,YES,Yes,1,1.6666666666666667,1-3,Q1 Lowest
1055,34,FEMALE,Sales,Sales Representative,Travel_Rarely,Married,4,Life Sciences,2220,18410,19,3,1,1,2,1,1,0,0,YES,No,0,3.0,0-1,Q1 Lowest
1056,28,MALE,Sales,Sales Representative,Travel_Rarely,Married,1,Medical,1052,23384,22,4,0,1,5,1,0,0,0,NO,No,0,3.0,0-1,Q1 Lowest
1060,38,MALE,Research & Development,Research Scientist,Travel_Frequently,Married,4,Other,2821,2997,16,3,1,8,2,2,2,2,2,NO,No,0,3.0,1-3,Q2
1061,50,MALE,Research & Development,Research Director,Travel_Rarely,Married,4,Medical,19237,12853,11,3,1,29,2,8,1,7,7,YES,No,0,2.3333333333333335,5-10,Q5 Highest
1062,37,FEMALE,Research & Development,Healthcare Representative,Travel_Rarely,Single,3,Other,4107,13848,15,3,0,8,3,4,3,0,1,NO,No,0,2.6666666666666665,3-5,Q2
1066,40,MALE,Sales,Sales Executive,Travel_Rarely,Married,3,Marketing,8396,22217,14,3,1,8,3,7,7,7,5,NO,No,0,2.0,5-10,Q4
1068,26,FEMALE,Research & Development,Research Scientist,Travel_Frequently,Divorced,1,Medical,2007,25265,13,3,2,5,5,5,3,1,3,NO,No,0,2.3333333333333335,3-5,Q1 Lowest
1069,46,MALE,Research & Development,Research Director,Travel_Rarely,Divorced,4,Medical,19627,21445,17,3,2,23,0,2,2,2,2,NO,No,0,3.6666666666666665,1-3,Q5 Highest
1070,54,FEMALE,Sales,Sales Executive,Travel_Rarely,Married,4,Life Sciences,10686,8392,11,3,1,13,4,9,4,7,0,NO,No,0,3.0,5-10,Q5 Highest
1071,56,FEMALE,Research & Development,Research Scientist,Travel_Frequently,Married,3,Medical,2942,12154,19,3,1,18,4,5,4,0,3,NO,No,0,2.3333333333333335,3-5,Q2
1073,36,FEMALE,Research & Development,Manufacturing Director,Travel_Rarely,Single,5,Medical,8858,15669,11,3,0,15,2,14,8,7,8,NO,No,0,3.3333333333333335,10+,Q4
1074,55,MALE,Research & Development,Manager,Non-Travel,Single,1,Medical,16756,17323,15,3,0,31,3,9,7,6,2,NO,No,0,2.6666666666666665,5-10,Q5 Highest
1076,43,MALE,Sales,Sales Executive,Travel_Rarely,Divorced,3,Medical,10798,5268,13,3,1,18,5,1,0,0,0,NO,No,0,3.3333333333333335,0-1,Q5 Highest
1077,20,FEMALE,Sales,Sales Representative,Travel_Frequently,Single,3,Marketing,2323,17205,14,3,0,2,3,2,2,0,2,YES,Yes,1,3.6666666666666665,1-3,Q1 Lowest
1079,21,FEMALE,Research & Development,Laboratory Technician,Travel_Rarely,Single,3,Life Sciences,1416,17258,13,3,0,1,6,1,0,1,0,NO,Yes,1,2.0,0-1,Q1 Lowest
1080,46,FEMALE,Research & Development,Research Scientist,Travel_Rarely,Divorced,4,Life Sciences,4615,21029,23,4,3,19,2,16,13,1,7,YES,No,0,2.6666666666666665,10+,Q3
1081,51,MALE,Research & Development,Research Scientist,Travel_Rarely,Married,4,Life Sciences,2461,10332,12,3,3,18,2,10,0,2,7,YES,Yes,1,2.6666666666666665,5-10,Q1 Lowest
1082,28,MALE,Research & Development,Healthcare Representative,Non-Travel,Single,2,Technical Degree,8722,12355,12,3,0,10,2,10,7,1,9,NO,Yes,1,1.6666666666666667,5-10,Q4
1083,26,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Married,2,Medical,3955,11141,16,3,2,6,2,5,3,1,3,NO,No,0,1.6666666666666667,3-5,Q2
1084,30,MALE,Research & Development,Manufacturing Director,Travel_Rarely,Married,3,Other,9957,9096,15,3,1,7,1,6,2,0,2,NO,No,0,2.0,5-10,Q5 Highest
1085,41,FEMALE,Research & Development,Research Scientist,Travel_Rarely,Married,2,Technical Degree,3376,18863,13,3,0,10,3,10,6,0,8,NO,No,0,2.6666666666666665,5-10,Q2
1088,38,FEMALE,Research & Development,Healthcare Representative,Travel_Rarely,Married,1,Life Sciences,8823,24608,18,3,1,20,4,19,9,1,9,NO,No,0,2.6666666666666665,10+,Q4
1092,40,MALE,Research & Development,Healthcare Representative,Travel_Rarely,Married,4,Technical Degree,10322,26542,20,4,1,14,6,11,10,11,1,NO,No,0,2.6666666666666665,10+,Q5 Highest
1094,27,MALE,Research & Development,Laboratory Technician,Non-Travel,Married,5,Life Sciences,4621,5869,19,3,3,3,4,3,2,1,2,NO,No,0,2.3333333333333335,1-3,Q3
1096,55,MALE,Research & Development,Manufacturing Director,Travel_Frequently,Married,1,Life Sciences,10976,15813,18,3,1,23,4,3,2,1,2,NO,No,0,3.0,1-3,Q5 Highest
1097,28,FEMALE,Research & Development,Research Scientist,Travel_Rarely,Single,3,Other,3660,7909,13,3,0,10,4,8,7,1,7,NO,No,0,3.3333333333333335,5-10,Q2
1098,44,MALE,Human Resources,Human Resources,Travel_Rarely,Married,2,Medical,10482,2326,14,3,1,24,1,20,6,3,6,NO,Yes,1,2.0,10+,Q5 Highest
1099,33,MALE,Research & Development,Healthcare Representative,Travel_Rarely,Divorced,3,Life Sciences,7119,21214,15,3,1,9,2,3,2,1,2,NO,No,0,3.6666666666666665,1-3,Q4
1100,35,MALE,Sales,Sales Executive,Travel_Rarely,Single,3,Technical Degree,9582,10333,22,4,0,9,2,8,7,4,7,YES,Yes,1,2.6666666666666665,5-10,Q4
1101,33,FEMALE,Research & Development,Research Scientist,Travel_Frequently,Single,4,Medical,4508,3129,22,4,0,14,4,13,7,3,8,NO,Yes,1,2.3333333333333335,10+,Q3
1102,28,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Divorced,2,Life Sciences,2207,22482,16,3,1,4,5,4,2,2,2,NO,No,0,2.0,3-5,Q1 Lowest
1103,34,MALE,Research & Development,Healthcare Representative,Travel_Frequently,Single,1,Life Sciences,7756,22266,17,3,0,7,1,6,2,0,4,NO,No,0,2.3333333333333335,5-10,Q4
1105,37,FEMALE,Sales,Sales Executive,Travel_Rarely,Divorced,4,Life Sciences,6694,24223,14,3,3,8,5,1,0,0,0,YES,No,0,3.6666666666666665,0-1,Q4
1106,25,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Married,1,Technical Degree,3691,4605,15,3,1,7,3,7,7,5,6,YES,Yes,1,4.0,5-10,Q2
1107,26,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Divorced,3,Medical,2377,19373,20,4,1,1,0,1,1,0,0,NO,Yes,1,2.0,0-1,Q1 Lowest
1108,33,MALE,Research & Development,Research Scientist,Travel_Rarely,Single,3,Medical,2313,2993,20,4,0,5,0,2,2,2,2,YES,Yes,1,2.0,1-3,Q1 Lowest
1109,42,MALE,Research & Development,Manager,Travel_Rarely,Married,2,Medical,17665,14399,17,3,1,23,3,22,6,13,7,NO,No,0,2.6666666666666665,10+,Q5 Highest
1111,28,MALE,Research & Development,Laboratory Technician,Travel_Frequently,Divorced,3,Medical,2596,7160,15,3,2,1,2,1,0,0,0,NO,Yes,1,2.0,0-1,Q1 Lowest
1113,50,MALE,Sales,Sales Executive,Travel_Frequently,Single,4,Other,4728,17251,14,3,0,5,4,0,0,0,0,YES,Yes,1,3.3333333333333335,0-1,Q3
1114,33,FEMALE,Sales,Sales Executive,Travel_Frequently,Married,3,Life Sciences,4302,13401,17,3,1,4,3,3,2,0,2,NO,No,0,3.0,1-3,Q3
1115,34,MALE,Research & Development,Research Scientist,Non-Travel,Married,4,Life Sciences,2979,22478,17,3,3,6,2,0,0,0,0,NO,No,0,3.3333333333333335,0-1,Q2
1116,48,MALE,Research & Development,Manager,Non-Travel,Single,4,Medical,16885,16154,22,4,0,27,3,5,4,2,1,NO,No,0,2.3333333333333335,3-5,Q5 Highest
1117,45,FEMALE,Sales,Sales Executive,Non-Travel,Married,4,Life Sciences,5593,17970,13,3,1,15,2,15,10,4,12,NO,No,0,2.6666666666666665,10+,Q3
1118,52,MALE,Research & Development,Healthcare Representative,Travel_Rarely,Single,4,Life Sciences,10445,15322,19,3,0,18,4,8,6,4,0,NO,No,0,2.3333333333333335,5-10,Q5 Highest
1119,38,MALE,Sales,Sales Executive,Travel_Rarely,Divorced,4,Marketing,8740,5569,14,3,2,9,2,8,7,2,7,YES,No,0,3.0,5-10,Q4
1120,29,FEMALE,Research & Development,Research Scientist,Travel_Rarely,Divorced,4,Life Sciences,2514,26968,22,4,1,11,1,7,5,1,7,NO,No,0,3.3333333333333335,5-10,Q1 Lowest
1121,28,FEMALE,Research & Development,Manufacturing Director,Travel_Rarely,Divorced,3,Medical,7655,8039,17,3,3,10,3,9,7,1,7,NO,No,0,2.6666666666666665,5-10,Q4
1124,46,MALE,Sales,Manager,Travel_Rarely,Married,1,Marketing,17465,15596,12,3,1,23,3,12,9,4,9,NO,No,0,2.3333333333333335,10+,Q5 Highest
1125,38,MALE,Sales,Sales Executive,Travel_Rarely,Single,2,Marketing,7351,20619,16,3,0,10,2,1,0,0,0,NO,No,0,3.0,0-1,Q4
1126,43,FEMALE,Research & Development,Manufacturing Director,Travel_Frequently,Married,3,Life Sciences,10820,11535,11,3,1,18,1,8,7,0,1,NO,No,0,2.3333333333333335,5-10,Q5 Highest
1127,39,MALE,Research & Development,Healthcare Representative,Travel_Frequently,Divorced,3,Life Sciences,12169,13547,11,3,3,21,4,18,7,11,5,NO,Yes,1,2.6666666666666665,10+,Q5 Highest
1128,40,MALE,Research & Development,Research Director,Travel_Rarely,Single,3,Medical,19626,17544,14,3,0,21,2,20,7,4,9,NO,No,0,3.3333333333333335,10+,Q5 Highest
1131,21,FEMALE,Research & Development,Research Scientist,Travel_Rarely,Single,1,Technical Degree,2070,25326,11,3,0,2,6,2,2,2,2,YES,No,0,3.3333333333333335,1-3,Q1 Lowest
1132,39,MALE,Research & Development,Laboratory Technician,Non-Travel,Single,3,Life Sciences,6782,8770,15,3,0,9,2,5,4,0,3,NO,No,0,2.3333333333333335,3-5,Q4
1133,36,MALE,Research & Development,Manufacturing Director,Non-Travel,Single,4,Life Sciences,7779,23238,20,4,0,18,0,11,9,0,9,NO,No,0,2.6666666666666665,10+,Q4
1135,31,MALE,Sales,Sales Representative,Travel_Frequently,Married,3,Life Sciences,2791,21981,12,3,1,3,4,2,2,2,2,NO,No,0,3.3333333333333335,1-3,Q2
1136,28,MALE,Research & Development,Research Scientist,Travel_Rarely,Married,1,Life Sciences,3201,19911,17,3,0,6,2,5,3,0,4,NO,No,0,1.3333333333333333,3-5,Q2
1137,35,MALE,Sales,Sales Executive,Travel_Frequently,Divorced,2,Marketing,4968,18500,11,3,1,5,3,5,2,0,2,NO,No,0,3.6666666666666665,3-5,Q3
1138,49,MALE,Sales,Sales Executive,Travel_Rarely,Married,4,Technical Degree,13120,11879,17,3,1,22,3,9,8,2,3,NO,No,0,3.0,5-10,Q5 Highest
1140,34,MALE,Research & Development,Manufacturing Director,Travel_Frequently,Single,2,Life Sciences,4033,15834,11,3,0,5,3,3,2,0,2,NO,No,0,3.0,1-3,Q2
1143,29,FEMALE,Research & Development,Research Scientist,Travel_Frequently,Divorced,3,Life Sciences,3291,17940,14,3,2,8,2,7,5,1,1,NO,No,0,2.6666666666666665,5-10,Q2
1148,42,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Single,3,Medical,4272,9558,19,3,0,16,3,1,0,0,0,NO,No,0,3.0,0-1,Q3
1150,29,MALE,Research & Development,Manufacturing Director,Travel_Rarely,Married,1,Medical,5056,17689,15,3,1,10,2,10,7,1,2,YES,No,0,2.6666666666666665,5-10,Q3
1152,38,MALE,Human Resources,Human Resources,Travel_Rarely,Married,3,Human Resources,2844,6004,13,3,1,7,2,7,6,5,0,NO,No,0,3.3333333333333335,5-10,Q2
1154,28,MALE,Research & Development,Research Scientist,Travel_Frequently,Divorced,3,Life Sciences,2703,22088,14,3,1,3,2,3,1,0,2,YES,No,0,3.0,1-3,Q2
1156,18,MALE,Research & Development,Laboratory Technician,Non-Travel,Single,1,Medical,1904,13556,12,3,0,0,0,0,0,0,0,NO,Yes,1,3.0,0-1,Q1 Lowest
1157,33,FEMALE,Sales,Sales Executive,Travel_Rarely,Single,4,Marketing,8224,18385,17,3,0,6,3,5,2,0,3,YES,Yes,1,1.6666666666666667,3-5,Q4
1158,41,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Married,4,Life Sciences,4766,9051,11,3,1,6,4,1,0,0,0,YES,No,0,3.0,0-1,Q3
1160,31,MALE,Research & Development,Laboratory Technician,Travel_Frequently,Married,3,Medical,2610,6233,12,3,1,2,5,2,2,2,2,NO,Yes,1,2.6666666666666665,1-3,Q1 Lowest
1161,37,FEMALE,Research & Development,Healthcare Representative,Travel_Rarely,Divorced,2,Medical,5731,17171,13,3,2,9,2,6,2,1,3,NO,No,0,3.3333333333333335,5-10,Q3
1162,27,MALE,Research & Development,Research Scientist,Travel_Rarely,Married,3,Life Sciences,2539,7950,13,3,1,4,0,4,2,2,2,NO,No,0,3.3333333333333335,3-5,Q1 Lowest
1163,34,FEMALE,Sales,Sales Executive,Travel_Rarely,Married,1,Life Sciences,5714,5829,20,4,0,6,3,6,5,1,3,NO,No,0,2.3333333333333335,5-10,Q3
1164,35,MALE,Human Resources,Human Resources,Travel_Rarely,Single,4,Technical Degree,4323,7108,17,3,0,6,2,5,4,1,4,NO,No,0,2.3333333333333335,3-5,Q3
1165,29,FEMALE,Sales,Sales Executive,Travel_Rarely,Married,1,Life Sciences,7336,11162,13,3,1,11,3,11,8,3,10,NO,Yes,1,2.0,10+,Q4
1166,40,FEMALE,Research & Development,Research Director,Travel_Frequently,Single,4,Medical,13499,13782,17,3,0,20,3,18,7,2,13,NO,No,0,2.3333333333333335,10+,Q5 Highest
1167,42,MALE,Sales,Sales Executive,Travel_Frequently,Single,3,Life Sciences,13758,2447,12,3,0,22,2,21,9,13,14,YES,Yes,1,2.0,10+,Q5 Highest
1171,42,MALE,Sales,Sales Executive,Travel_Rarely,Single,4,Marketing,5155,2253,13,3,0,9,3,6,4,1,5,NO,No,0,2.3333333333333335,5-10,Q3
1172,35,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Married,4,Medical,2258,16340,12,3,1,10,2,8,0,1,7,NO,No,0,3.3333333333333335,5-10,Q1 Lowest
1173,24,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Single,3,Medical,3597,6409,22,4,0,6,2,4,3,1,2,NO,No,0,3.0,3-5,Q2
1175,28,FEMALE,Research & Development,Laboratory Technician,Travel_Rarely,Married,1,Life Sciences,2515,22955,11,3,0,1,4,1,1,0,0,YES,Yes,1,3.0,0-1,Q1 Lowest
1177,26,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Married,4,Medical,4420,13421,22,4,1,8,2,8,7,0,7,NO,No,0,2.6666666666666665,5-10,Q3
1179,30,MALE,Sales,Sales Executive,Travel_Rarely,Married,3,Marketing,6578,2706,18,3,1,10,3,10,3,1,4,NO,No,0,3.0,5-10,Q4
1180,40,FEMALE,Research & Development,Research Scientist,Travel_Frequently,Married,2,Medical,4422,21203,13,3,1,16,3,1,1,0,0,YES,No,0,2.6666666666666665,0-1,Q3
1182,35,MALE,Research & Development,Manufacturing Director,Travel_Rarely,Divorced,3,Life Sciences,10274,19588,18,3,1,15,2,7,7,6,4,NO,No,0,3.0,5-10,Q5 Highest
1184,34,MALE,Research & Development,Healthcare Representative,Travel_Frequently,Single,3,Medical,5343,25755,20,4,0,14,3,13,9,4,9,NO,No,0,2.6666666666666665,10+,Q3
1185,35,MALE,Research & Development,Laboratory Technician,Travel_Frequently,Married,4,Other,2376,26537,13,3,1,2,2,2,2,2,2,NO,No,0,4.0,1-3,Q1 Lowest
1188,43,FEMALE,Sales,Sales Executive,Travel_Rarely,Single,3,Marketing,5346,9489,13,3,0,7,2,4,3,1,3,NO,Yes,1,2.0,3-5,Q3
1190,32,FEMALE,Sales,Sales Representative,Non-Travel,Divorced,1,Life Sciences,2827,14947,12,3,3,1,3,1,0,0,0,NO,No,0,2.3333333333333335,0-1,Q2
1191,56,FEMALE,Research & Development,Manager,Travel_Rarely,Divorced,4,Technical Degree,19943,18575,13,3,1,28,2,5,2,4,2,NO,No,0,2.6666666666666665,3-5,Q5 Highest
1192,29,FEMALE,Research & Development,Laboratory Technician,Travel_Rarely,Married,1,Medical,3131,26342,13,3,1,10,5,10,8,0,8,NO,No,0,3.0,5-10,Q2
1193,19,MALE,Research & Development,Research Scientist,Travel_Rarely,Single,2,Life Sciences,2552,7172,25,4,0,1,4,1,1,0,0,NO,No,0,2.3333333333333335,0-1,Q1 Lowest
1195,45,FEMALE,Research & Development,Research Scientist,Travel_Rarely,Married,3,Medical,4477,20100,19,3,1,7,2,3,2,0,2,YES,No,0,2.0,1-3,Q3
1196,37,FEMALE,Research & Development,Manufacturing Director,Travel_Rarely,Married,3,Life Sciences,6474,9961,13,3,1,14,2,14,8,3,11,NO,No,0,3.3333333333333335,10+,Q4
1198,20,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Single,3,Life Sciences,3033,12828,12,3,0,2,2,2,2,1,2,NO,No,0,2.0,1-3,Q2
1200,44,MALE,Research & Development,Research Scientist,Travel_Rarely,Single,4,Life Sciences,2936,10826,11,3,0,6,4,6,4,0,2,YES,Yes,1,3.0,5-10,Q2
1201,53,FEMALE,Research & Development,Manager,Travel_Rarely,Divorced,2,Medical,18606,18640,18,3,1,26,6,7,7,4,7,NO,No,0,3.3333333333333335,5-10,Q5 Highest
1202,29,FEMALE,Research & Development,Research Scientist,Travel_Rarely,Married,1,Life Sciences,2168,26933,18,3,1,6,2,5,4,1,3,YES,No,0,2.6666666666666665,3-5,Q1 Lowest
1203,22,MALE,Research & Development,Research Scientist,Travel_Frequently,Married,4,Life Sciences,2853,4223,11,3,1,1,5,0,0,0,0,YES,Yes,1,3.3333333333333335,0-1,Q2
1204,46,FEMALE,Sales,Manager,Travel_Rarely,Married,3,Marketing,17048,24097,23,4,0,28,2,26,15,15,9,NO,No,0,2.3333333333333335,10+,Q5 Highest
1206,44,MALE,Research & Development,Research Scientist,Non-Travel,Single,3,Life Sciences,2290,4279,13,3,0,6,3,0,0,0,0,NO,No,0,3.3333333333333335,0-1,Q1 Lowest
1207,33,MALE,Human Resources,Human Resources,Travel_Rarely,Married,3,Human Resources,3600,8429,13,3,1,5,2,5,4,1,4,NO,No,0,2.6666666666666665,3-5,Q2
1210,41,MALE,Research & Development,Research Scientist,Non-Travel,Divorced,2,Life Sciences,2107,20293,17,3,1,5,2,1,0,0,0,NO,Yes,1,1.0,0-1,Q1 Lowest
1211,30,MALE,Sales,Sales Executive,Travel_Rarely,Divorced,4,Life Sciences,4115,13192,19,3,3,8,3,4,3,0,3,NO,No,0,2.3333333333333335,3-5,Q2
1212,40,MALE,Sales,Sales Executive,Travel_Frequently,Married,4,Medical,4327,25440,12,3,3,5,2,0,0,0,0,NO,No,0,2.3333333333333335,0-1,Q3
1215,50,FEMALE,Research & Development,Manager,Travel_Frequently,Married,3,Medical,17856,9490,22,4,1,32,3,2,2,2,2,NO,No,0,2.6666666666666665,1-3,Q5 Highest
1216,28,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Married,4,Medical,3196,12449,12,3,3,6,2,6,5,3,3,NO,No,0,2.6666666666666665,5-10,Q2
1217,46,MALE,Research & Development,Research Director,Travel_Rarely,Married,2,Life Sciences,19081,10849,11,3,1,25,2,4,2,0,3,NO,No,0,3.0,3-5,Q5 Highest
1218,35,MALE,Sales,Sales Executive,Travel_Rarely,Married,4,Life Sciences,8966,21026,15,3,3,15,2,7,7,1,7,YES,No,0,2.3333333333333335,5-10,Q4
1219,24,FEMALE,Research & Development,Laboratory Technician,Travel_Rarely,Married,2,Life Sciences,2210,3372,13,3,1,1,3,1,0,0,0,NO,Yes,1,2.3333333333333335,0-1,Q1 Lowest
1220,33,FEMALE,Sales,Sales Executive,Travel_Frequently,Married,3,Medical,4539,4905,12,3,1,10,3,10,7,0,1,NO,No,0,2.3333333333333335,5-10,Q3
1221,36,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Divorced,4,Life Sciences,2741,6865,14,3,1,7,4,7,7,1,7,NO,No,0,3.0,5-10,Q2
1224,30,MALE,Research & Development,Laboratory Technician,Travel_Rarely,Divorced,4,Life Sciences,3491,11309,13,3,3,10,4,10,7,8,9,NO,No,0,2.6666666666666665,5-10,Q2
1225,44,MALE,Research & Development,Research Scientist,Travel_Rarely,Single,4,Other,4541,7744,25,4,0,20,3,20,11,13,17,NO,No,0,3.6666666666666665,10+,Q3
1226,20,MALE,Sales,Sales Representative,Travel_Rarely,Single,3,Marketing,2678,5050,17,3,0,2,2,2,1,2,2,NO,No,0,3.3333333333333335,1-3,Q1 Lowest
1228,46,MALE,Research & Development,Manufacturing Director,Travel_Rarely,Divorced,4,Technical Degree,7379,17433,11,3,1,12,3,6,3,1,4,NO,No,0,3.3333333333333335,5-10,Q4
1231,42,MALE,Human Resources,Human Resources,Non-Travel,Married,5,Medical,6272,12858,16,3,1,10,3,4,3,0,3,NO,No,0,3.0,3-5,Q4
1233,60,MALE,Sales,Sales Executive,Travel_Rarely,Divorced,4,Marketing,5220,10893,18,3,1,12,3,11,7,1,9,YES,No,0,3.0,10+,Q3
1234,32,FEMALE,Research & Development,Laboratory Technician,Travel_Frequently,Married,3,Other,2743,7331,20,4,1,2,2,2,2,2,2,NO,No,0,2.6666666666666665,1-3,Q2
1235,32,FEMALE,Research & Development,Research Scientist,Travel_Frequently,Single,2,Life Sciences,4998,2338,14,3,0,10,2,8,7,0,7,YES,No,0,3.3333333333333335,5-10,Q3
1237,36,FEMALE,Research & Development,Manufacturing Director,Travel_Rarely,Divorced,3,Technical Degree,10252,4235,21,4,1,17,2,7,7,7,7,YES,No,0,2.3333333333333335,5-10,Q5 Highest
1238,33,MALE,Research & Development,Research Scientist,Travel_Rarely,Married,3,Medical,2781,6311,13,3,1,15,5,14,10,4,10,NO,No,0,2.6666666666666665,10+,Q2
1239,40,FEMALE,Sales,Sales Executive,Travel_Rarely,Divorced,3,Technical Degree,6852,11591,12,3,1,7,2,5,1,1,3,NO,No,0,2.6666666666666665,3-5,Q4
1240,25,MALE,Sales,Sales Executive,Travel_Rarely,Single,4,Life Sciences,4950,20623,14,3,0,5,4,4,3,1,1,NO,No,0,3.3333333333333335,3-5,Q3
1241,30,MALE,Research & Development,Research Scientist,Travel_Rarely,Married,3,Medical,3579,9369,21,4,1,12,2,11,9,5,7,YES,No,0,3.0,10+,Q2
